,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,WORKSTATE,TMPID,IDCHECK,SOSFNODEID,SOSTNODEID,SOSBUILDID,ORDERID,USERID,STNL_REG,DEPT_CODE,b'ID\xbd\xc5\xb1\xd4\xba\xce\xbf\xa9',len
26,1610013100,1610003400,1610007500,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xb3\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610003400,OEXT1610007500,OEXT1610013100,,icsi,161,00000,,0.0465896684191
27,1610048000,1610016100,1610016300,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xba\xcf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610016100,OEXT1610016300,OEXT1610048000,,icsi,161,00000,,0.0137826217749
28,1610047900,1610016300,1610016100,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xba\xcf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610016300,OEXT1610016100,OEXT1610047900,,icsi,161,00000,,0.0137252474015
29,1610012400,1610003400,1610003200,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xb3\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610003400,OEXT1610003200,OEXT1610012400,,icsi,161,00000,,0.0332773398619
30,1610012300,1610003200,1610003400,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xb3\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610003200,OEXT1610003400,OEXT1610012300,,icsi,161,00000,,0.0333863442062
31,1610031100,1610010000,1610016000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610010000,OEXT1610016000,OEXT1610031100,,icsi,161,00000,,0.0481942379938
32,1610031200,1610016000,1610010000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610016000,OEXT1610010000,OEXT1610031200,,icsi,161,00000,,0.0484455601379
33,1610039300,1610013100,1610013400,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610013100,OEXT1610013400,OEXT1610039300,,icsi,161,00000,,0.00775367738322
34,1610047800,1610016100,1610016000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610016100,OEXT1610016000,OEXT1610047800,,icsi,161,00000,,0.00150019104844
35,1610047700,1610016000,1610016100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610016000,OEXT1610016100,OEXT1610047700,,icsi,161,00000,,0.00150567187351
36,1610039600,1610013100,1610013200,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610013100,OEXT1610013200,OEXT1610039600,,icsi,161,00000,,0.00598989099477
37,1610039500,1610013200,1610013100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610013200,OEXT1610013100,OEXT1610039500,,icsi,161,00000,,0.00577887825325
38,1610043600,1610014500,1610015900,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xba\xcf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610014500,OEXT1610015900,OEXT1610043600,,icsi,161,00000,,0.012397976081
39,1610018400,1610005400,1610005100,1,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610005400,OEXT1610005100,OEXT1610018400,,icsi,161,00000,,0.00244923277224
40,1610018300,1610005100,1610005400,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610005100,OEXT1610005400,OEXT1610018300,,icsi,161,00000,,0.0024484207749
41,1610014800,1610004400,1610003900,1,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004400,OEXT1610003900,OEXT1610014800,,icsi,161,00000,,0.00200207216324
42,1610014700,1610003900,1610004400,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610003900,OEXT1610004400,OEXT1610014700,,icsi,161,00000,,0.00200149810488
43,1610016200,1610004400,1610004700,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004400,OEXT1610004700,OEXT1610016200,,icsi,161,00000,,0.00153630043942
44,1610016100,1610004700,1610004400,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004700,OEXT1610004400,OEXT1610016100,,icsi,161,00000,,0.00153758199884
45,1610017900,1610004900,1610005100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004900,OEXT1610005100,OEXT1610017900,,icsi,161,00000,,0.00131880617518
46,1610017400,1610005600,1610004700,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610005600,OEXT1610004700,OEXT1610017400,,icsi,161,00000,,0.00498927420026
47,1610017300,1610004700,1610005600,1,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004700,OEXT1610005600,OEXT1610017300,,icsi,161,00000,,0.004989720194
48,1610018200,1610004900,1610005500,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004900,OEXT1610005500,OEXT1610018200,,icsi,161,00000,,0.00166194787856
49,1610018100,1610005500,1610004900,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610005500,OEXT1610004900,OEXT1610018100,,icsi,161,00000,,0.00166426051293
50,1610015800,1610005500,1610004200,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610005500,OEXT1610004200,OEXT1610015800,,icsi,161,00000,,0.00382427165921
51,1610020600,1610006100,1610006000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610006100,OEXT1610006000,OEXT1610020600,,icsi,161,00000,,0.00486730175888
52,1610020500,1610006000,1610006100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610006000,OEXT1610006100,OEXT1610020500,,icsi,161,00000,,0.00526499571259
53,1610036200,1610012300,1610011800,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610012300,OEXT1610011800,OEXT1610036200,,icsi,161,00000,,0.0017768065825
54,1610036100,1610011800,1610012300,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610011800,OEXT1610012300,OEXT1610036100,,icsi,161,00000,,0.00177683363134
55,1610038600,1610013100,1610012700,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610013100,OEXT1610012700,OEXT1610038600,,icsi,161,00000,,0.00710945968693
56,1610038500,1610012700,1610013100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610012700,OEXT1610013100,OEXT1610038500,,icsi,161,00000,,0.00710948718345
57,1610043100,1610014600,1610014400,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014600,OEXT1610014400,OEXT1610043100,,icsi,161,00000,,0.00152433816236
58,1610045600,1610015100,1610015200,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610015100,OEXT1610015200,OEXT1610045600,,icsi,161,00000,,0.00147355194315
59,1610045500,1610015200,1610015100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610015200,OEXT1610015100,OEXT1610045500,,icsi,161,00000,,0.00147351990493
60,1610044300,1610015300,1610014700,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610015300,OEXT1610014700,OEXT1610044300,,icsi,161,00000,,0.000766947276983
61,1610044400,1610014700,1610015300,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014700,OEXT1610015300,OEXT1610044400,,icsi,161,00000,,0.00076697795438
62,1610042300,1610014700,1610014100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014700,OEXT1610014100,OEXT1610042300,,icsi,161,00000,,0.00148500387382
63,1610047100,1610016200,1610015700,0,0,104,000,0,b'\xbc\xf8\xc8\xaf\xba\xcf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610016200,OEXT1610015700,OEXT1610047100,,icsi,161,00000,,0.00165826851344
64,1610047200,1610015700,1610016200,0,0,104,000,0,b'\xbc\xf8\xc8\xaf\xba\xcf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610015700,OEXT1610016200,OEXT1610047200,,icsi,161,00000,,0.00165820651335
65,1610011400,1610015000,1610002500,0,0,104,000,0,b'\xc1\xdf\xbe\xd3\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610015000,OEXT1610002500,OEXT1610011400,,icsi,161,00000,,0.00288991995174
66,1610011300,1610002500,1610015000,0,0,104,000,0,b'\xc1\xdf\xbe\xd3\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610002500,OEXT1610015000,OEXT1610011300,,icsi,161,00000,,0.00288762535291
67,1610043400,1610014400,1610015100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014400,OEXT1610015100,OEXT1610043400,,icsi,161,00000,,0.000782936513391
68,1610043300,1610015100,1610014400,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610015100,OEXT1610014400,OEXT1610043300,,icsi,161,00000,,0.000782935600391
69,1610042800,1610014300,1610014400,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014300,OEXT1610014400,OEXT1610042800,,icsi,161,00000,,0.000816242177315
70,1610042700,1610014400,1610014300,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014400,OEXT1610014300,OEXT1610042700,,icsi,161,00000,,0.000816242177315
71,1610044800,1610014900,1610015100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014900,OEXT1610015100,OEXT1610044800,,icsi,161,00000,,0.00140595517549
72,1610044700,1610015100,1610014900,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610015100,OEXT1610014900,OEXT1610044700,,icsi,161,00000,,0.00133417941275
73,1610046100,1610015600,1610015300,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610015600,OEXT1610015300,OEXT1610046100,,icsi,161,00000,,0.000497366769844
74,1610046200,1610015300,1610015600,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610015300,OEXT1610015600,OEXT1610046200,,icsi,161,00000,,0.000497367538159
75,1610045400,1610016200,1610015000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610016200,OEXT1610015000,OEXT1610045400,,icsi,161,00000,,0.00623955967611
76,1610045900,1610015500,1610015200,0,0,104,000,0,b'\xbc\xf8\xc8\xaf\xb3\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610015500,OEXT1610015200,OEXT1610045900,,icsi,161,00000,,0.000510575225602
77,1610046000,1610015200,1610015500,0,0,104,000,0,b'\xbc\xf8\xc8\xaf\xb3\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610015200,OEXT1610015500,OEXT1610046000,,icsi,161,00000,,0.000510544835782
78,1610041800,1610014000,1610014100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014000,OEXT1610014100,OEXT1610041800,,icsi,161,00000,,0.00233571547209
79,1610041700,1610014100,1610014000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014100,OEXT1610014000,OEXT1610041700,,icsi,161,00000,,0.00232331577052
80,1610041200,1610013800,1610014000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610013800,OEXT1610014000,OEXT1610041200,,icsi,161,00000,,0.00112278747793
81,1610041100,1610014000,1610013800,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014000,OEXT1610013800,OEXT1610041100,,icsi,161,00000,,0.00112282892656
82,1610011700,1610002700,1610002800,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xba\xcf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610002700,OEXT1610002800,OEXT1610011700,,icsi,161,00000,,0.0177507628174
83,1610041600,1610013900,1610016600,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610013900,OEXT1610016600,OEXT1610041600,,icsi,161,00000,,0.0252492369828
84,1610041500,1610016600,1610013900,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610016600,OEXT1610013900,OEXT1610041500,,icsi,161,00000,,0.0250660965905
85,1610031600,1610012800,1610010200,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610012800,OEXT1610010200,OEXT1610031600,,icsi,161,00000,,0.0359306373157
86,1610031500,1610010200,1610012800,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610010200,OEXT1610012800,OEXT1610031500,,icsi,161,00000,,0.0360192853846
87,1610047400,1610016600,1610015800,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610016600,OEXT1610015800,OEXT1610047400,,icsi,161,00000,,0.00370289010231
88,1610047300,1610015800,1610016600,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610015800,OEXT1610016600,OEXT1610047300,,icsi,161,00000,,0.00369439727077
89,1610032200,1610010700,1610010400,0,0,104,000,0,b'\xb9\xa4\xba\xce\xb8\xae\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610010700,OEXT1610010400,OEXT1610032200,,icsi,161,00000,,0.00143492754414
90,1610032100,1610010400,1610010700,0,0,104,000,0,b'\xb9\xa4\xba\xce\xb8\xae\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610010400,OEXT1610010700,OEXT1610032100,,icsi,161,00000,,0.00139267475301
91,1610033400,1610010700,1610011100,0,0,104,000,0,b'\xbc\xd6\xb9\xe75\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610010700,OEXT1610011100,OEXT1610033400,,icsi,161,00000,,0.00171203235658
92,1610033300,1610011100,1610010700,0,0,104,000,0,b'\xbc\xd6\xb9\xe75\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610011100,OEXT1610010700,OEXT1610033300,,icsi,161,00000,,0.00172520791801
93,1610035200,1610011900,1610011400,0,0,104,000,0,b'\xc7\xd1\xb8\xb6\xc0\xbd\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610011900,OEXT1610011400,OEXT1610035200,,icsi,161,00000,,0.000842566639362
94,1610035100,1610011400,1610011900,0,0,104,000,0,b'\xc7\xd1\xb8\xb6\xc0\xbd\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610011400,OEXT1610011900,OEXT1610035100,,icsi,161,00000,,0.000868415257524
95,1610034900,1610011300,1610011600,0,0,104,000,0,b'\xb8\xf0\xb2\xbf\xc1\xf6\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610011300,OEXT1610011600,OEXT1610034900,,icsi,161,00000,,0.000471680005432
96,1610025400,1610007800,1610007900,0,0,104,000,0,b'\xc3\xe0\xc7\xd7\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610007800,OEXT1610007900,OEXT1610025400,,icsi,161,00000,,0.0126026603445
97,1610025300,1610007900,1610007800,0,0,104,000,0,b'\xc3\xe0\xc7\xd7\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610007900,OEXT1610007800,OEXT1610025300,,icsi,161,00000,,0.0124292451691
98,1610025200,1610007600,1610007800,0,0,104,000,0,b'\xc3\xe0\xc7\xd7\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610007600,OEXT1610007800,OEXT1610025200,,icsi,161,00000,,0.00182519426883
99,1610025100,1610007800,1610007600,0,0,104,000,0,b'\xc3\xe0\xc7\xd7\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610007800,OEXT1610007600,OEXT1610025100,,icsi,161,00000,,0.00182518201456
100,1610023800,1610007600,1610007100,0,0,104,000,0,b'\xbe\xee\xbd\xc3\xc0\xe5\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610007600,OEXT1610007100,OEXT1610023800,,icsi,161,00000,,0.00301806721476
101,1610020400,1610006600,1610005900,0,0,104,000,0,b'\xbe\xee\xbd\xc3\xc0\xe5\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610006600,OEXT1610005900,OEXT1610020400,,icsi,161,00000,,0.00349973429214
102,1610020300,1610005900,1610006600,0,0,104,000,0,b'\xbe\xee\xbd\xc3\xc0\xe5\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610005900,OEXT1610006600,OEXT1610020300,,icsi,161,00000,,0.00349973504892
103,1610019000,1610006400,1610005300,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610006400,OEXT1610005300,OEXT1610019000,,icsi,161,00000,,0.0035376850087
104,1610018900,1610005300,1610006400,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610005300,OEXT1610006400,OEXT1610018900,,icsi,161,00000,,0.0035376842583
105,1610022800,1610007300,1610006700,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610007300,OEXT1610006700,OEXT1610022800,,icsi,161,00000,,0.00301171789706
106,1610022700,1610006700,1610007300,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610006700,OEXT1610007300,OEXT1610022700,,icsi,161,00000,,0.00301178768078
107,1610022600,1610006700,1610007100,0,0,104,000,0,b'\xba\xf1\xc3\xeb\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610006700,OEXT1610007100,OEXT1610022600,,icsi,161,00000,,0.00330694545626
108,1610022500,1610007100,1610006700,0,0,104,000,0,b'\xba\xf1\xc3\xeb\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610007100,OEXT1610006700,OEXT1610022500,,icsi,161,00000,,0.0033069442783
109,1610024200,1610007300,1610007600,0,0,104,000,0,b'\xc3\xe0\xc7\xd7\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610007300,OEXT1610007600,OEXT1610024200,,icsi,161,00000,,0.00327114039795
110,1610024100,1610007600,1610007300,0,0,104,000,0,b'\xc3\xe0\xc7\xd7\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610007600,OEXT1610007300,OEXT1610024100,,icsi,161,00000,,0.00327111220741
111,1610021400,1610006200,1610007300,0,0,104,000,0,b'\xc3\xe0\xc7\xd7\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610006200,OEXT1610007300,OEXT1610021400,,icsi,161,00000,,0.0156984181667
112,1610021300,1610007300,1610006200,0,0,104,000,0,b'\xc3\xe0\xc7\xd7\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610007300,OEXT1610006200,OEXT1610021300,,icsi,161,00000,,0.0157014243779
113,1610009600,1610001500,1610009600,0,0,104,000,0,b'\xc1\xdf\xba\xc0\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610001500,OEXT1610009600,OEXT1610009600,,icsi,161,00000,,0.00228032731452
114,1610005800,1610003000,1610002300,0,0,101,000,130,b'\xc0\xce\xc3\xb5\xb1\xb9\xc1\xa6\xb0\xf8\xc7\xd7\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce',0,000,0,5,0,0,,5,,,OEXT1610003000,OEXT1610002300,OEXT1610005800,,highway,161,00000,,0.0284292832857
115,1610005900,1610002900,1610003000,0,0,101,000,130,b'\xc0\xce\xc3\xb5\xb1\xb9\xc1\xa6\xb0\xf8\xc7\xd7\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce',0,101,0,5,0,0,,5,,,OEXT1610002900,OEXT1610003000,OEXT1610005900,,highway,161,00000,,0.00962149810484
116,1610004400,1610002300,1610002200,0,0,101,000,130,b'\xc0\xce\xc3\xb5\xb1\xb9\xc1\xa6\xb0\xf8\xc7\xd7\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce',0,101,0,5,0,0,,5,,,OEXT1610002300,OEXT1610002200,OEXT1610004400,,highway,161,00000,,0.00678625608028
117,1610004300,1610002200,1610002300,0,0,101,000,130,b'\xc0\xce\xc3\xb5\xb1\xb9\xc1\xa6\xb0\xf8\xc7\xd7\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce',0,101,0,5,0,0,,5,,,OEXT1610002200,OEXT1610002300,OEXT1610004300,,highway,161,00000,,0.0139579143796
118,1610004600,1610002100,1610002200,0,0,101,000,130,b'\xc0\xce\xc3\xb5\xb1\xb9\xc1\xa6\xb0\xf8\xc7\xd7\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce',0,101,0,5,0,0,,5,,,OEXT1610002100,OEXT1610002200,OEXT1610004600,,highway,161,00000,,0.0121659747459
119,1610005000,1610002200,1610002400,0,0,101,000,130,b'\xc0\xce\xc3\xb5\xb1\xb9\xc1\xa6\xb0\xf8\xc7\xd7\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce',0,000,0,5,0,0,,5,,,OEXT1610002200,OEXT1610002400,OEXT1610005000,,highway,161,00000,,0.00573891035991
120,1610000800,1610000300,1610000500,0,0,104,000,0,-,0,000,0,5,0,0,,5,,,OEXT1610000300,OEXT1610000500,OEXT1610000800,,icsi,161,00000,,0.00286991188168
121,1610000301,1610000200,1610000600,0,0,104,000,0,-,0,000,0,5,0,0,,5,,,OEXT1610000200,OEXT1610000600,OEXT1610000301,,icsi,161,00000,,0.0198699923488
122,1610000401,1610000600,1610000200,0,0,104,000,0,-,0,000,0,5,0,0,,5,,,OEXT1610000600,OEXT1610000200,OEXT1610000401,,icsi,161,00000,,0.0195446330681
123,1610029400,1620001700,1610009400,0,0,104,000,0,b'\xbc\xdb\xb8\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1620001700,OEXT1610009400,OEXT1610029400,,icsi,161,00000,,0.000309873616009
124,1610029300,1610009400,1620001700,0,0,104,000,0,b'\xbc\xdb\xb8\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610009400,OEXT1620001700,OEXT1610029300,,icsi,161,00000,,0.000326490371409
125,1610027200,1630014900,1610008600,0,0,104,000,0,b'\xc2\xfc\xbf\xdc\xc0\xfc\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1630014900,OEXT1610008600,OEXT1610027200,,icsi,161,00000,,0.00429792182588
126,1610008400,1620001500,1610000900,0,0,104,000,0,b'\xbc\xe8\xbb\xd4\xb0\xed\xb0\xb3\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1620001500,OEXT1610000900,OEXT1610008400,,icsi,161,00000,,0.00648414483297
127,1610008300,1610000900,1620001500,0,0,104,000,0,b'\xbc\xe8\xbb\xd4\xb0\xed\xb0\xb3\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610000900,OEXT1620001500,OEXT1610008300,,icsi,161,00000,,0.00646764043061
128,1610028200,1620001500,1610009000,0,0,104,000,0,b'\xc2\xfc\xbf\xdc\xc0\xfc\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1620001500,OEXT1610009000,OEXT1610028200,,icsi,161,00000,,0.0018581398886
129,1610028100,1610009000,1620001500,0,0,104,000,0,b'\xc2\xfc\xbf\xdc\xc0\xfc\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1610009000,OEXT1620001500,OEXT1610028100,,icsi,161,00000,,0.00184656559875
130,1610021000,1630000500,1610006200,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1630000500,OEXT1610006200,OEXT1610021000,,icsi,161,00000,,0.00793255386033
131,1610020900,1610006200,1630000500,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610006200,OEXT1630000500,OEXT1610020900,,icsi,161,00000,,0.00793497846632
132,1610012600,1610003200,1610003300,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xb3\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610003200,OEXT1610003300,OEXT1610012600,,icsi,161,00000,,0.00156223221858
133,1610012500,1610003300,1610003200,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xb3\xb2\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610003300,OEXT1610003200,OEXT1610012500,,icsi,161,00000,,0.0015929015598
134,1610012800,1610003300,1610006800,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xbc\xad\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610003300,OEXT1610006800,OEXT1610012800,,icsi,161,00000,,0.0407054575148
135,1610012700,1610006800,1610003300,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xbc\xad\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610006800,OEXT1610003300,OEXT1610012700,,icsi,161,00000,,0.0406978053044
136,1610047600,1610015900,1610016100,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xba\xcf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610015900,OEXT1610016100,OEXT1610047600,,icsi,161,00000,,0.00323696187902
137,1610047500,1610016100,1610015900,0,0,104,000,0,b'\xb0\xf8\xc7\xd7\xba\xcf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1610016100,OEXT1610015900,OEXT1610047500,,icsi,161,00000,,0.0032079632966
138,1610039400,1610013400,1610013100,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610013400,OEXT1610013100,OEXT1610039400,,icsi,161,00000,,0.00775357957577
139,1610016300,1610004400,1610004800,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004400,OEXT1610004800,OEXT1610016300,,icsi,161,00000,,0.00378001181518
140,1610014500,1610004000,1610003900,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004000,OEXT1610003900,OEXT1610014500,,icsi,161,00000,,0.00476919163687
141,1610014600,1610003900,1610004000,1,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610003900,OEXT1610004000,OEXT1610014600,,icsi,161,00000,,0.00443687714249
142,1610015000,1610004700,1610004000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004700,OEXT1610004000,OEXT1610015000,,icsi,161,00000,,0.00430736914264
143,1610014900,1610004000,1610004700,1,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004000,OEXT1610004700,OEXT1610014900,,icsi,161,00000,,0.00430741237187
144,1610015600,1610004900,1610004200,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004900,OEXT1610004200,OEXT1610015600,,icsi,161,00000,,0.00230044628361
145,1610015500,1610004200,1610004900,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004200,OEXT1610004900,OEXT1610015500,,icsi,161,00000,,0.0024301005755
146,1610014000,1610003700,1610004300,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610003700,OEXT1610004300,OEXT1610014000,,icsi,161,00000,,0.00188291941817
147,1610013900,1610004300,1610003700,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610004300,OEXT1610003700,OEXT1610013900,,icsi,161,00000,,0.00187968823365
148,1610032600,1610011800,1610010500,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610011800,OEXT1610010500,OEXT1610032600,,icsi,161,00000,,0.00538797558468
149,1610032500,1610010500,1610011800,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610010500,OEXT1610011800,OEXT1610032500,,icsi,161,00000,,0.00538866222568
150,1610037800,1610013000,1610012300,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610013000,OEXT1610012300,OEXT1610037800,,icsi,161,00000,,0.00776744598432
151,1610037700,1610012300,1610013000,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610012300,OEXT1610013000,OEXT1610037700,,icsi,161,00000,,0.00776741859501
152,1610020700,1610006500,1610006000,1,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610006500,OEXT1610006000,OEXT1610020700,,icsi,161,00000,,0.00267341539055
153,1610011900,1610002800,1610017200,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610002800,OEXT1610017200,OEXT1610011900,,icsi,161,00000,,0.00418831343229
154,1610044000,1610014600,1610014700,0,0,104,000,0,-,0,000,0,0,0,0,,5,,,OEXT1610014600,OEXT1610014700,OEXT1610044000,,icsi,161,00000,,0.0023574771051
